"","provider","id","procedure","amt","iv","value","duration","month","year","sex","eth","race","edu","vac","index","comment","check","question","age"
"6025","MTurk",155,"mcq",2,0.00088,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.7",35
"6026","MTurk",155,"mcq",1,2.2e-05,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.8",35
"6027","MTurk",155,"mcq",3,0.0059,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.9",35
"6028","MTurk",155,"mcq",1,0.00089,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.10",35
"6029","MTurk",155,"mcq",3,2.2e-05,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.11",35
"6030","MTurk",155,"mcq",2,0.00014,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.12",35
"6031","MTurk",155,"mcq",3,0.00014,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.14",35
"6032","MTurk",155,"mcq",2,0.0023,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.15",35
"6033","MTurk",155,"mcq",1,9e-06,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.16",35
"6034","MTurk",155,"mcq",3,5.7e-05,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.17",35
"6035","MTurk",155,"mcq",1,0.014,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.18",35
"6036","MTurk",155,"mcq",2,0.00034,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.19",35
"6037","MTurk",155,"mcq",3,9e-06,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.20",35
"6038","MTurk",155,"mcq",2,0.0058,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.21",35
"6039","MTurk",155,"mcq",1,0.0055,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.22",35
"6040","MTurk",155,"mcq",2,2.2e-05,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.23",35
"6041","MTurk",155,"mcq",1,0.0023,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.24",35
"6042","MTurk",155,"mcq",3,0.014,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.25",35
"6043","MTurk",155,"mcq",1,0.00034,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.26",35
"6044","MTurk",155,"mcq",3,0.00034,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.27",35
"6045","MTurk",155,"mcq",2,9e-06,1,193,7,1986,0,3,2,4,-1,"A2V4DP31BEVABF","-1",7,"Q26.28",35
"6046","MTurk",156,"aa",1,4,0.09375,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q5.9",32
"6047","MTurk",156,"aa",1,18,0.28125,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q6.11",32
"6048","MTurk",156,"aa",1,60,0.28125,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q7.11",32
"6049","MTurk",156,"aa",1,108,0.28125,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q8.11",32
"6050","MTurk",156,"aa",2,4,0.96875,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q12.16",32
"6051","MTurk",156,"aa",2,18,0.96875,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q13.16",32
"6052","MTurk",156,"aa",2,60,0.96875,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q14.16",32
"6053","MTurk",156,"aa",2,108,0.03125,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q15.9",32
"6054","MTurk",156,"aa",3,4,0.03125,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q19.9",32
"6055","MTurk",156,"aa",3,18,0.96875,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q20.16",32
"6056","MTurk",156,"aa",3,60,0.96875,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q21.16",32
"6057","MTurk",156,"aa",3,108,0.46875,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q22.12",32
"6058","MTurk",156,"mcq",2,0.014,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.1",32
"6059","MTurk",156,"mcq",1,5.7e-05,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.2",32
"6060","MTurk",156,"mcq",3,0.00088,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.3",32
"6061","MTurk",156,"mcq",2,5.7e-05,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.4",32
"6062","MTurk",156,"mcq",3,0.0018,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.5",32
"6063","MTurk",156,"mcq",1,0.00014,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.6",32
"6064","MTurk",156,"mcq",2,0.00088,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.7",32
"6065","MTurk",156,"mcq",1,2.2e-05,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.8",32
"6066","MTurk",156,"mcq",3,0.0059,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.9",32
"6067","MTurk",156,"mcq",1,0.00089,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.10",32
"6068","MTurk",156,"mcq",3,2.2e-05,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.11",32
"6069","MTurk",156,"mcq",2,0.00014,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.12",32
"6070","MTurk",156,"mcq",3,0.00014,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.14",32
"6071","MTurk",156,"mcq",2,0.0023,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.15",32
"6072","MTurk",156,"mcq",1,9e-06,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.16",32
"6073","MTurk",156,"mcq",3,5.7e-05,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.17",32
"6074","MTurk",156,"mcq",1,0.014,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.18",32
"6075","MTurk",156,"mcq",2,0.00034,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.19",32
"6076","MTurk",156,"mcq",3,9e-06,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.20",32
"6077","MTurk",156,"mcq",2,0.0058,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.21",32
"6078","MTurk",156,"mcq",1,0.0055,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.22",32
"6079","MTurk",156,"mcq",2,2.2e-05,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.23",32
"6080","MTurk",156,"mcq",1,0.0023,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.24",32
"6081","MTurk",156,"mcq",3,0.014,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.25",32
"6082","MTurk",156,"mcq",1,0.00034,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.26",32
"6083","MTurk",156,"mcq",3,0.00034,0,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.27",32
"6084","MTurk",156,"mcq",2,9e-06,1,491,11,1989,0,2,3,3,-1,"A3UCYLG5K9Q6FM","good",3,"Q26.28",32
"6085","MTurk",157,"aa",1,4,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q5.16",32
"6086","MTurk",157,"aa",1,18,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q6.16",32
"6087","MTurk",157,"aa",1,60,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q7.16",32
"6088","MTurk",157,"aa",1,108,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q8.16",32
"6089","MTurk",157,"aa",2,4,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q12.16",32
"6090","MTurk",157,"aa",2,18,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q13.16",32
"6091","MTurk",157,"aa",2,60,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q14.16",32
"6092","MTurk",157,"aa",2,108,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q15.16",32
"6093","MTurk",157,"aa",3,4,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q19.16",32
"6094","MTurk",157,"aa",3,18,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q20.16",32
"6095","MTurk",157,"aa",3,60,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q21.16",32
"6096","MTurk",157,"aa",3,108,0.96875,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q22.16",32
"6097","MTurk",157,"mcq",2,0.014,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.1",32
"6098","MTurk",157,"mcq",1,5.7e-05,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.2",32
"6099","MTurk",157,"mcq",3,0.00088,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.3",32
"6100","MTurk",157,"mcq",2,5.7e-05,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.4",32
"6101","MTurk",157,"mcq",3,0.0018,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.5",32
"6102","MTurk",157,"mcq",1,0.00014,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.6",32
"6103","MTurk",157,"mcq",2,0.00088,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.7",32
"6104","MTurk",157,"mcq",1,2.2e-05,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.8",32
"6105","MTurk",157,"mcq",3,0.0059,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.9",32
"6106","MTurk",157,"mcq",1,0.00089,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.10",32
"6107","MTurk",157,"mcq",3,2.2e-05,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.11",32
"6108","MTurk",157,"mcq",2,0.00014,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.12",32
"6109","MTurk",157,"mcq",3,0.00014,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.14",32
"6110","MTurk",157,"mcq",2,0.0023,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.15",32
"6111","MTurk",157,"mcq",1,9e-06,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.16",32
"6112","MTurk",157,"mcq",3,5.7e-05,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.17",32
"6113","MTurk",157,"mcq",1,0.014,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.18",32
"6114","MTurk",157,"mcq",2,0.00034,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.19",32
"6115","MTurk",157,"mcq",3,9e-06,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.20",32
"6116","MTurk",157,"mcq",2,0.0058,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.21",32
"6117","MTurk",157,"mcq",1,0.0055,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.22",32
"6118","MTurk",157,"mcq",2,2.2e-05,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.23",32
"6119","MTurk",157,"mcq",1,0.0023,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.24",32
"6120","MTurk",157,"mcq",3,0.014,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.25",32
"6121","MTurk",157,"mcq",1,0.00034,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.26",32
"6122","MTurk",157,"mcq",3,0.00034,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.27",32
"6123","MTurk",157,"mcq",2,9e-06,1,317,11,1989,0,3,3,6,-1,"A1K61OKMPRZUML","-1",7,"Q26.28",32
"6124","MTurk",158,"aa",1,4,0.71875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q5.14",31
"6125","MTurk",158,"aa",1,18,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q6.16",31
"6126","MTurk",158,"aa",1,60,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q7.16",31
"6127","MTurk",158,"aa",1,108,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q8.16",31
"6128","MTurk",158,"aa",2,4,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q12.16",31
"6129","MTurk",158,"aa",2,18,0.46875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q13.12",31
"6130","MTurk",158,"aa",2,60,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q14.16",31
"6131","MTurk",158,"aa",2,108,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q15.16",31
"6132","MTurk",158,"aa",3,4,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q19.16",31
"6133","MTurk",158,"aa",3,18,0.46875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q20.12",31
"6134","MTurk",158,"aa",3,60,0.96875,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q21.16",31
"6135","MTurk",158,"aa",3,108,0.03125,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q22.9",31
"6136","MTurk",158,"mcq",2,0.014,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.1",31
"6137","MTurk",158,"mcq",1,5.7e-05,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.2",31
"6138","MTurk",158,"mcq",3,0.00088,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.3",31
"6139","MTurk",158,"mcq",2,5.7e-05,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.4",31
"6140","MTurk",158,"mcq",3,0.0018,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.5",31
"6141","MTurk",158,"mcq",1,0.00014,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.6",31
"6142","MTurk",158,"mcq",2,0.00088,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.7",31
"6143","MTurk",158,"mcq",1,2.2e-05,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.8",31
"6144","MTurk",158,"mcq",3,0.0059,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.9",31
"6145","MTurk",158,"mcq",1,0.00089,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.10",31
"6146","MTurk",158,"mcq",3,2.2e-05,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.11",31
"6147","MTurk",158,"mcq",2,0.00014,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.12",31
"6148","MTurk",158,"mcq",3,0.00014,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.14",31
"6149","MTurk",158,"mcq",2,0.0023,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.15",31
"6150","MTurk",158,"mcq",1,9e-06,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.16",31
"6151","MTurk",158,"mcq",3,5.7e-05,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.17",31
"6152","MTurk",158,"mcq",1,0.014,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.18",31
"6153","MTurk",158,"mcq",2,0.00034,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.19",31
"6154","MTurk",158,"mcq",3,9e-06,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.20",31
"6155","MTurk",158,"mcq",2,0.0058,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.21",31
"6156","MTurk",158,"mcq",1,0.0055,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.22",31
"6157","MTurk",158,"mcq",2,2.2e-05,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.23",31
"6158","MTurk",158,"mcq",1,0.0023,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.24",31
"6159","MTurk",158,"mcq",3,0.014,0,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.25",31
"6160","MTurk",158,"mcq",1,0.00034,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.26",31
"6161","MTurk",158,"mcq",3,0.00034,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.27",31
"6162","MTurk",158,"mcq",2,9e-06,1,509,3,1990,0,3,6,6,-1,"A3HFKESPU1NZXD","-1",3,"Q26.28",31
"6163","MTurk",159,"aa",1,4,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q5.16",36
"6164","MTurk",159,"aa",1,18,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q6.16",36
"6165","MTurk",159,"aa",1,60,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q7.16",36
"6166","MTurk",159,"aa",1,108,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q8.16",36
"6167","MTurk",159,"aa",2,4,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q12.16",36
"6168","MTurk",159,"aa",2,18,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q13.16",36
"6169","MTurk",159,"aa",2,60,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q14.16",36
"6170","MTurk",159,"aa",2,108,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q15.16",36
"6171","MTurk",159,"aa",3,4,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q19.16",36
"6172","MTurk",159,"aa",3,18,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q20.16",36
"6173","MTurk",159,"aa",3,60,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q21.16",36
"6174","MTurk",159,"aa",3,108,0.96875,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q22.16",36
"6175","MTurk",159,"mcq",2,0.014,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.1",36
"6176","MTurk",159,"mcq",1,5.7e-05,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.2",36
"6177","MTurk",159,"mcq",3,0.00088,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.3",36
"6178","MTurk",159,"mcq",2,5.7e-05,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.4",36
"6179","MTurk",159,"mcq",3,0.0018,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.5",36
"6180","MTurk",159,"mcq",1,0.00014,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.6",36
"6181","MTurk",159,"mcq",2,0.00088,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.7",36
"6182","MTurk",159,"mcq",1,2.2e-05,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.8",36
"6183","MTurk",159,"mcq",3,0.0059,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.9",36
"6184","MTurk",159,"mcq",1,0.00089,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.10",36
"6185","MTurk",159,"mcq",3,2.2e-05,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.11",36
"6186","MTurk",159,"mcq",2,0.00014,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.12",36
"6187","MTurk",159,"mcq",3,0.00014,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.14",36
"6188","MTurk",159,"mcq",2,0.0023,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.15",36
"6189","MTurk",159,"mcq",1,9e-06,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.16",36
"6190","MTurk",159,"mcq",3,5.7e-05,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.17",36
"6191","MTurk",159,"mcq",1,0.014,0,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.18",36
"6192","MTurk",159,"mcq",2,0.00034,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.19",36
"6193","MTurk",159,"mcq",3,9e-06,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.20",36
"6194","MTurk",159,"mcq",2,0.0058,0,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.21",36
"6195","MTurk",159,"mcq",1,0.0055,0,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.22",36
"6196","MTurk",159,"mcq",2,2.2e-05,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.23",36
"6197","MTurk",159,"mcq",1,0.0023,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.24",36
"6198","MTurk",159,"mcq",3,0.014,0,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.25",36
"6199","MTurk",159,"mcq",1,0.00034,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.26",36
"6200","MTurk",159,"mcq",3,0.00034,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.27",36
"6201","MTurk",159,"mcq",2,9e-06,1,283,2,1985,1,3,6,4,-1,"A1NGGAVIGC9O7V","-1",3,"Q26.28",36
"6202","MTurk",160,"aa",1,4,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q5.10",45
"6203","MTurk",160,"aa",1,18,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q6.10",45
"6204","MTurk",160,"aa",1,60,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q7.10",45
"6205","MTurk",160,"aa",1,108,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q8.10",45
"6206","MTurk",160,"aa",2,4,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q12.10",45
"6207","MTurk",160,"aa",2,18,0.09375,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q13.9",45
"6208","MTurk",160,"aa",2,60,0.09375,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q14.9",45
"6209","MTurk",160,"aa",2,108,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q15.10",45
"6210","MTurk",160,"aa",3,4,0.71875,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q19.14",45
"6211","MTurk",160,"aa",3,18,0.28125,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q20.11",45
"6212","MTurk",160,"aa",3,60,0.15625,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q21.10",45
"6213","MTurk",160,"aa",3,108,0.09375,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q22.9",45
"6214","MTurk",160,"mcq",2,0.014,1,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q26.1",45
"6215","MTurk",160,"mcq",1,5.7e-05,0,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q26.2",45
"6216","MTurk",160,"mcq",3,0.00088,0,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q26.3",45
"6217","MTurk",160,"mcq",2,5.7e-05,0,497,1,1976,0,3,6,4,-1,"A3E8SXH0BAYG85","-1",7,"Q26.4",45
